id;code;orderDate;shipDate;shipMode;id_customers;Customer ID
364;US-2015-157014;3/10/2015;6/10/2015;Second Class;299;BM-11785
365;CA-2015-154921;23/5/2015;28/5/2015;Standard Class;106;EA-14035
366;CA-2017-129567;17/3/2017;21/3/2017;Second Class;53;CL-12565
367;CA-2015-154620;12/12/2015;16/12/2015;Standard Class;300;LT-17110
368;CA-2015-115938;26/6/2015;30/6/2015;Standard Class;194;SA-20830
369;CA-2016-105256;20/5/2016;20/5/2016;Same Day;301;JK-15730
370;CA-2014-156433;20/9/2014;26/9/2014;Standard Class;302;ES-14020
371;CA-2017-151428;21/9/2017;26/9/2017;Standard Class;303;RH-19495
372;CA-2015-124653;24/12/2015;26/12/2015;First Class;107;DB-13120
373;CA-2015-101910;27/11/2015;3/12/2015;Standard Class;304;CD-11920
374;CA-2017-105809;20/2/2017;23/2/2017;First Class;305;HW-14935
375;CA-2016-136133;18/8/2016;23/8/2016;Second Class;305;HW-14935
376;CA-2016-115504;12/3/2016;17/3/2016;Standard Class;306;MC-18130
377;CA-2017-135783;22/4/2017;24/4/2017;First Class;307;GM-14440
378;CA-2014-134313;1/11/2014;7/11/2014;Standard Class;155;RA-19915
379;CA-2015-140921;3/2/2015;5/2/2015;First Class;212;AA-10375
380;CA-2014-151995;13/10/2014;15/10/2014;First Class;234;ZC-21910
381;CA-2017-143686;14/5/2017;14/5/2017;Same Day;308;PJ-19015
382;CA-2015-106565;20/3/2015;23/3/2015;First Class;309;BW-11110
383;CA-2016-149370;15/9/2016;19/9/2016;Standard Class;204;DB-13210
384;CA-2014-140858;28/6/2014;2/7/2014;Standard Class;223;CA-12775
385;CA-2017-101434;20/6/2017;27/6/2017;Standard Class;310;TR-21325
386;US-2014-102071;9/5/2014;15/5/2014;Standard Class;311;PG-18820
387;CA-2017-126956;21/8/2017;28/8/2017;Standard Class;219;GT-14710
388;CA-2017-129462;16/6/2017;21/6/2017;Second Class;33;JE-15745
389;CA-2016-165316;23/7/2016;27/7/2016;Standard Class;81;JB-15400
390;US-2014-115987;8/9/2014;13/9/2014;Second Class;294;LH-17020
391;US-2017-156083;4/11/2017;11/11/2017;Standard Class;312;JL-15175
392;US-2016-137547;7/3/2016;12/3/2016;Standard Class;183;EB-13705
393;CA-2015-100454;20/11/2015;25/11/2015;Standard Class;313;BM-11650
394;CA-2016-161669;7/11/2016;9/11/2016;First Class;314;EM-14095
395;CA-2015-114300;13/10/2015;17/10/2015;Standard Class;315;AF-10885
396;CA-2017-107503;1/1/2017;6/1/2017;Standard Class;316;GA-14725
397;CA-2014-107755;7/2/2014;12/2/2014;Standard Class;317;CK-12760
398;CA-2016-152534;20/6/2016;25/6/2016;Second Class;318;DP-13105
399;CA-2016-113747;28/5/2016;4/6/2016;Standard Class;105;VD-21670
400;CA-2016-123274;19/2/2016;24/2/2016;Standard Class;219;GT-14710
401;CA-2014-125612;3/8/2014;8/8/2014;Standard Class;319;BK-11260
402;CA-2017-161984;10/4/2017;15/4/2017;Standard Class;320;SJ-20125
403;CA-2014-133851;9/6/2014;16/6/2014;Standard Class;321;CM-12445
404;CA-2016-134474;5/1/2016;7/1/2016;Second Class;296;AJ-10795
405;CA-2014-149020;10/1/2014;15/1/2014;Standard Class;322;AJ-10780
406;CA-2016-134362;29/9/2016;2/10/2016;First Class;323;LS-16945
407;CA-2014-136742;6/4/2014;10/4/2014;Standard Class;324;GP-14740
408;CA-2016-158099;3/9/2016;5/9/2016;First Class;325;PK-18910
409;CA-2015-131128;19/10/2015;20/10/2015;First Class;15;TB-21520
410;CA-2014-148488;10/12/2014;15/12/2014;Standard Class;326;SM-20005
411;CA-2017-114636;25/8/2017;29/8/2017;Standard Class;316;GA-14725
412;CA-2016-116736;17/1/2016;21/1/2016;Standard Class;255;CC-12430
413;US-2014-158638;17/9/2014;21/9/2014;Standard Class;327;AG-10765
414;CA-2017-111689;30/11/2017;2/12/2017;Second Class;7;HP-14815
415;CA-2015-129098;9/10/2015;13/10/2015;Standard Class;55;DK-13090
416;US-2017-123463;23/12/2017;23/12/2017;Same Day;48;GZ-14470
417;CA-2016-165148;22/10/2016;24/10/2016;First Class;328;PM-19135
418;CA-2014-134061;29/4/2014;4/5/2014;Standard Class;329;LL-16840
419;CA-2015-143602;25/4/2015;28/4/2015;Second Class;330;JS-15595
420;CA-2017-115364;26/6/2017;2/7/2017;Standard Class;221;OT-18730
421;CA-2017-150707;14/10/2017;19/10/2017;Standard Class;331;EL-13735
422;CA-2014-104976;9/12/2014;16/12/2014;Standard Class;317;CK-12760
423;CA-2017-132934;20/6/2017;26/6/2017;Standard Class;189;JE-15475
424;CA-2017-133256;26/6/2017;27/6/2017;First Class;275;TH-21550
425;CA-2016-105494;10/11/2016;12/11/2016;First Class;332;PC-18745
426;CA-2016-140634;3/10/2016;6/10/2016;Second Class;333;HL-15040
427;CA-2014-144407;9/9/2014;15/9/2014;Standard Class;334;MS-17365
428;CA-2017-160983;29/10/2017;31/10/2017;Second Class;335;GB-14530
429;US-2016-114622;10/4/2016;12/4/2016;First Class;336;JR-16210
430;CA-2017-150959;11/11/2017;13/11/2017;First Class;144;TD-20995
431;CA-2017-132353;15/9/2017;17/9/2017;First Class;73;DB-13060
432;CA-2016-130477;8/4/2016;12/4/2016;Standard Class;96;LC-17140
433;CA-2017-143259;30/12/2017;3/1/2018;Standard Class;23;PO-18865
434;CA-2017-137596;2/9/2017;7/9/2017;Standard Class;337;BE-11335
435;CA-2015-133627;31/5/2015;7/6/2015;Standard Class;338;SC-20050
436;CA-2017-102519;27/11/2017;29/11/2017;First Class;313;BM-11650
437;US-2014-141215;15/6/2014;21/6/2014;Standard Class;127;KL-16555
438;CA-2016-165218;5/3/2016;11/3/2016;Standard Class;339;RW-19630
439;CA-2014-138296;5/12/2014;12/12/2014;Standard Class;117;RC-19825
440;CA-2015-111164;11/4/2015;15/4/2015;Standard Class;340;SE-20110
441;CA-2016-149797;15/9/2016;20/9/2016;Standard Class;341;AH-10075
442;CA-2014-132962;13/9/2014;16/9/2014;First Class;342;JM-15535
443;CA-2015-115091;5/10/2015;9/10/2015;Standard Class;343;JJ-15760
444;CA-2017-144932;14/4/2017;17/4/2017;First Class;270;AB-10165
445;CA-2017-114216;2/9/2017;6/9/2017;Standard Class;344;RK-19300
446;CA-2016-140081;20/6/2016;24/6/2016;Standard Class;345;CG-12040
447;US-2017-111745;5/11/2017;6/11/2017;First Class;20;RA-19885
448;CA-2015-148250;13/12/2015;17/12/2015;Standard Class;346;RP-19270
449;CA-2016-105760;19/6/2016;20/6/2016;First Class;347;KC-16255
450;CA-2016-142958;13/12/2016;20/12/2016;Standard Class;339;RW-19630
451;CA-2015-120880;29/5/2015;3/6/2015;Standard Class;140;JL-15850
452;US-2015-140200;26/7/2015;28/7/2015;First Class;223;CA-12775
453;US-2017-110576;28/11/2017;2/12/2017;Standard Class;177;RB-19795
454;CA-2017-131156;3/4/2017;7/4/2017;Standard Class;348;KH-16360
455;CA-2017-136539;28/12/2017;1/1/2018;Standard Class;349;GH-14665
456;CA-2017-119305;30/11/2017;4/12/2017;Standard Class;350;SW-20275
457;CA-2017-102414;15/5/2017;18/5/2017;Second Class;351;JA-15970
458;CA-2015-112571;22/9/2015;22/9/2015;Same Day;352;DL-12925
459;CA-2017-152142;14/11/2017;19/11/2017;Standard Class;353;LW-16990
460;CA-2015-160059;27/11/2015;1/12/2015;Standard Class;354;TB-21190
461;CA-2016-120859;1/9/2016;4/9/2016;First Class;52;CV-12805
462;CA-2014-127488;22/9/2014;24/9/2014;Second Class;334;MS-17365
463;CA-2017-135279;9/4/2017;11/4/2017;First Class;355;BS-11800
464;CA-2014-115791;16/1/2014;18/1/2014;Second Class;112;DL-13315
465;US-2017-103247;5/10/2017;8/10/2017;Second Class;286;PO-19195
466;US-2017-100209;9/7/2017;15/7/2017;Standard Class;144;TD-20995
467;CA-2017-159366;7/1/2017;10/1/2017;First Class;309;BW-11110
468;CA-2016-145499;30/5/2016;31/5/2016;First Class;356;RW-19690
469;CA-2015-157035;9/12/2015;12/12/2015;First Class;34;KB-16600
470;CA-2016-144939;3/10/2016;8/10/2016;Standard Class;13;EB-13870
471;CA-2014-163419;11/11/2014;14/11/2014;Second Class;357;TZ-21580
472;CA-2017-100314;29/9/2017;5/10/2017;Standard Class;358;AS-10630
473;CA-2015-146829;10/3/2015;10/3/2015;Same Day;359;TS-21340
474;CA-2017-167899;21/5/2017;26/5/2017;Standard Class;190;JG-15805
475;CA-2015-153549;29/3/2015;31/3/2015;Second Class;360;SL-20155
476;CA-2016-110023;9/9/2016;11/9/2016;First Class;60;TS-21610
477;CA-2016-105585;26/8/2016;27/8/2016;First Class;289;RF-19735
478;CA-2014-117639;21/5/2014;25/5/2014;Standard Class;361;MW-18235
479;CA-2015-162537;28/10/2015;3/11/2015;Standard Class;362;RD-19585
480;CA-2016-155488;13/11/2016;17/11/2016;Standard Class;87;FM-14290
481;CA-2015-124891;31/7/2015;31/7/2015;Same Day;303;RH-19495
482;CA-2015-126445;27/8/2015;31/8/2015;Standard Class;363;RA-19945
483;CA-2015-111199;13/11/2015;17/11/2015;Standard Class;301;JK-15730
484;CA-2015-105312;6/11/2015;9/11/2015;First Class;364;MT-17815
485;US-2017-106705;26/12/2017;1/1/2018;Standard Class;139;PO-18850
486;CA-2017-135034;1/8/2017;3/8/2017;First Class;248;AT-10735
487;CA-2014-158540;24/11/2014;26/11/2014;First Class;365;VG-21790
488;CA-2017-118437;17/6/2017;21/6/2017;Second Class;59;PF-19165
489;US-2015-126214;21/12/2015;24/12/2015;Second Class;366;JS-15880
490;CA-2015-133025;17/9/2015;19/9/2015;Second Class;247;MO-17800
491;CA-2015-108665;6/7/2015;10/7/2015;Standard Class;367;KM-16225
492;CA-2015-124450;27/4/2015;3/5/2015;Standard Class;219;GT-14710
493;CA-2015-167269;16/6/2015;20/6/2015;Standard Class;172;PB-19150
494;CA-2017-106964;17/12/2017;20/12/2017;First Class;368;HR-14770
495;CA-2016-126529;11/1/2016;13/1/2016;Second Class;369;DE-13255
496;CA-2014-163552;11/7/2014;15/7/2014;Standard Class;157;LA-16780
497;CA-2016-109820;20/11/2016;22/11/2016;First Class;370;AG-10390
498;CA-2016-113061;22/4/2016;26/4/2016;Standard Class;331;EL-13735
499;CA-2015-127418;13/6/2015;14/6/2015;First Class;371;JJ-15445
500;CA-2017-121818;20/11/2017;21/11/2017;First Class;372;JH-15430
501;CA-2016-127670;20/3/2016;24/3/2016;Standard Class;373;RD-19660
502;CA-2016-102981;6/9/2016;9/9/2016;Second Class;374;MO-17500
503;CA-2017-115651;9/7/2017;12/7/2017;First Class;375;NS-18640
504;CA-2017-152702;12/10/2017;16/10/2017;Standard Class;18;SN-20710
505;CA-2016-169103;8/3/2016;13/3/2016;Standard Class;234;ZC-21910
506;CA-2014-139192;27/5/2014;1/6/2014;Second Class;63;LC-16885
507;US-2015-153500;3/7/2015;5/7/2015;First Class;376;DG-13300
508;CA-2015-110667;4/4/2015;8/4/2015;Standard Class;377;NF-18595
509;CA-2017-167150;10/12/2017;17/12/2017;Standard Class;131;BP-11185
510;CA-2016-105284;24/11/2016;1/12/2016;Standard Class;378;MG-17650
511;US-2015-125374;23/3/2015;29/3/2015;Standard Class;149;JD-16060
512;CA-2015-161263;16/4/2015;21/4/2015;Standard Class;379;TS-21160
513;CA-2016-157686;1/10/2016;2/10/2016;First Class;380;BD-11620
514;US-2017-139955;28/9/2017;30/9/2017;Second Class;381;CM-12160
515;US-2015-150161;25/7/2015;29/7/2015;Standard Class;177;RB-19795
516;CA-2015-144652;20/11/2015;26/11/2015;Standard Class;382;SN-20560
517;CA-2016-152814;28/4/2016;2/5/2016;Standard Class;383;EH-14005
518;CA-2017-106943;14/11/2017;19/11/2017;Standard Class;384;FO-14305
519;CA-2016-134348;12/11/2016;19/11/2016;Standard Class;385;MS-17710
520;CA-2016-161781;29/9/2016;30/9/2016;First Class;386;CC-12100
521;CA-2017-132521;23/9/2017;25/9/2017;Second Class;387;DW-13540
522;CA-2015-110016;29/11/2015;4/12/2015;Standard Class;388;BT-11395
523;US-2016-143819;1/3/2016;5/3/2016;Standard Class;31;KD-16270
524;CA-2016-167584;12/8/2016;12/8/2016;Same Day;49;LC-16870
525;CA-2016-166163;15/8/2016;20/8/2016;Second Class;389;CY-12745
526;CA-2017-158407;4/6/2017;10/6/2017;Standard Class;353;LW-16990
527;CA-2015-143490;6/12/2015;13/12/2015;Standard Class;269;NP-18325
528;CA-2015-165085;27/12/2015;31/12/2015;Standard Class;390;BT-11485
529;CA-2017-160423;21/1/2017;26/1/2017;Standard Class;391;PS-19045
530;CA-2014-159338;25/6/2014;28/6/2014;First Class;375;NS-18640
531;CA-2016-107216;14/6/2016;17/6/2016;First Class;392;PV-18985
532;US-2017-145863;21/4/2017;27/4/2017;Standard Class;262;RP-19390
533;CA-2016-112340;21/10/2016;27/10/2016;Standard Class;393;NM-18520
534;US-2016-110156;19/11/2016;24/11/2016;Standard Class;14;EH-13945
535;CA-2017-140585;18/12/2017;23/12/2017;Second Class;155;RA-19915
536;CA-2016-144855;22/7/2016;24/7/2016;Second Class;394;DL-13495
537;CA-2015-142755;4/9/2015;8/9/2015;Standard Class;395;CS-12355
538;US-2014-147627;20/1/2014;26/1/2014;Standard Class;333;HL-15040
539;CA-2015-105970;2/3/2015;7/3/2015;Standard Class;51;PA-19060
540;CA-2016-112102;12/4/2016;16/4/2016;Standard Class;206;BD-11605
541;US-2016-114776;6/12/2016;7/12/2016;First Class;56;GG-14650
542;US-2016-134908;5/6/2016;9/6/2016;Standard Class;186;JS-15940
543;US-2016-148803;11/12/2016;11/12/2016;Same Day;236;LR-16915
544;CA-2016-152170;12/11/2016;15/11/2016;Second Class;396;FH-14275
545;CA-2014-146969;29/9/2014;3/10/2014;Standard Class;276;AP-10915
546;CA-2015-112452;4/4/2015;4/4/2015;Same Day;397;NC-18340
547;CA-2015-113971;8/5/2015;14/5/2015;Standard Class;119;CB-12535
548;CA-2017-160395;31/12/2016;6/1/2017;Standard Class;127;KL-16555
549;CA-2014-136567;20/12/2014;21/12/2014;First Class;391;PS-19045
550;CA-2016-149314;2/7/2016;7/7/2016;Second Class;335;GB-14530
551;CA-2017-147039;29/6/2017;4/7/2017;Standard Class;398;AA-10315
552;CA-2014-126522;1/9/2014;5/9/2014;Second Class;399;LT-16765
553;CA-2014-127964;3/3/2014;8/3/2014;Standard Class;400;AP-10720
554;CA-2014-117709;4/5/2014;8/5/2014;Standard Class;401;PM-18940
555;CA-2015-125416;2/11/2015;2/11/2015;Same Day;111;KC-16540
556;CA-2017-145226;8/12/2017;10/12/2017;Second Class;112;DL-13315
557;US-2014-100279;10/3/2014;14/3/2014;Standard Class;350;SW-20275
558;CA-2014-158064;21/4/2014;25/4/2014;Standard Class;212;AA-10375
559;US-2015-104430;22/10/2015;26/10/2015;Standard Class;300;LT-17110
560;CA-2015-132080;22/8/2015;25/8/2015;First Class;318;DP-13105
561;CA-2016-161207;29/8/2016;3/9/2016;Standard Class;145;AB-10060
562;CA-2014-120243;27/12/2014;30/12/2014;Second Class;402;AT-10435
563;CA-2016-113621;1/12/2016;5/12/2016;Standard Class;33;JE-15745
564;CA-2016-168081;24/4/2016;27/4/2016;Second Class;403;CA-12055
565;CA-2014-128146;21/6/2014;25/6/2014;Standard Class;73;DB-13060
566;CA-2017-138779;14/1/2017;15/1/2017;First Class;263;RB-19570
567;CA-2014-127131;24/11/2014;30/11/2014;Standard Class;404;HR-14830
568;CA-2017-117212;26/2/2017;28/2/2017;Second Class;405;BT-11530
569;US-2015-130519;15/9/2015;15/9/2015;Same Day;244;NG-18355
570;CA-2016-130946;8/4/2016;12/4/2016;Standard Class;234;ZC-21910
571;CA-2016-114727;18/7/2016;24/7/2016;Standard Class;323;LS-16945
572;CA-2017-133235;1/8/2017;4/8/2017;First Class;406;LH-16750
573;CA-2016-137050;14/7/2016;18/7/2016;Second Class;407;SW-20755
574;US-2017-118087;9/9/2017;13/9/2017;Standard Class;408;SP-20620
575;CA-2014-110184;12/7/2014;16/7/2014;Standard Class;409;BF-11170
576;CA-2016-126004;4/12/2016;5/12/2016;First Class;79;BM-11140
577;CA-2017-100013;6/11/2017;11/11/2017;Standard Class;234;ZC-21910
578;CA-2015-132570;31/10/2015;2/11/2015;Second Class;410;KT-16480
579;CA-2016-153682;30/5/2016;1/6/2016;First Class;411;BG-11695
580;CA-2016-144344;28/10/2016;28/10/2016;Same Day;311;PG-18820
581;CA-2014-127012;11/8/2014;15/8/2014;Standard Class;412;GM-14680
582;CA-2016-128727;29/8/2016;4/9/2016;Standard Class;247;MO-17800
583;US-2016-162859;15/2/2016;22/2/2016;Standard Class;311;PG-18820
584;CA-2017-133641;14/5/2017;21/5/2017;Standard Class;413;EJ-14155
585;CA-2014-168494;12/12/2014;14/12/2014;Second Class;414;NP-18700
586;CA-2017-115602;18/12/2017;24/12/2017;Standard Class;265;DJ-13630
587;CA-2015-154956;4/7/2015;9/7/2015;Standard Class;6;IM-15070
588;CA-2017-144638;10/3/2017;14/3/2017;Standard Class;415;MH-18115
589;US-2016-168620;24/12/2016;28/12/2016;Second Class;177;RB-19795
590;CA-2017-117079;23/10/2017;27/10/2017;Standard Class;416;JR-15700
591;US-2016-144393;28/10/2016;4/11/2016;Standard Class;417;SM-20950
592;CA-2017-105053;7/7/2017;9/7/2017;Second Class;395;CS-12355
593;CA-2016-155992;1/10/2016;2/10/2016;First Class;418;CC-12220
594;CA-2017-110380;2/9/2017;7/9/2017;Standard Class;419;PF-19225
595;US-2014-167738;24/12/2014;29/12/2014;Standard Class;37;JC-16105
596;CA-2017-121412;23/9/2017;27/9/2017;Standard Class;411;BG-11695
597;CA-2017-100426;4/6/2017;8/6/2017;Standard Class;420;DC-12850
598;US-2016-103646;21/4/2016;26/4/2016;Standard Class;260;SP-20545
599;CA-2016-119186;26/5/2016;26/5/2016;Same Day;385;MS-17710
600;CA-2016-148698;2/5/2016;7/5/2016;Standard Class;421;BD-11770
601;CA-2014-163293;8/9/2014;11/9/2014;First Class;347;KC-16255
602;CA-2016-160815;5/9/2016;6/9/2016;First Class;310;TR-21325
603;CA-2017-122154;9/4/2017;11/4/2017;First Class;194;SA-20830
604;US-2015-149692;6/12/2015;12/12/2015;Standard Class;148;KW-16435
605;CA-2016-119445;26/6/2016;3/7/2016;Standard Class;422;GM-14500
606;CA-2015-124268;4/7/2015;8/7/2015;Standard Class;58;AD-10180
607;CA-2016-154711;22/11/2016;26/11/2016;Standard Class;423;TB-21355
608;CA-2016-163384;10/11/2016;12/11/2016;First Class;255;CC-12430
609;CA-2015-101707;27/8/2015;1/9/2015;Standard Class;59;PF-19165
610;CA-2015-138898;25/5/2015;29/5/2015;Standard Class;424;JH-16180
611;CA-2017-115427;30/12/2017;3/1/2018;Standard Class;425;EB-13975
612;CA-2016-134425;8/12/2016;12/12/2016;Second Class;426;QJ-19255
613;CA-2015-121391;4/10/2015;7/10/2015;First Class;398;AA-10315
614;CA-2016-137043;23/12/2016;25/12/2016;Second Class;96;LC-17140
615;CA-2015-115847;19/9/2015;24/9/2015;Second Class;427;TC-21535
616;US-2017-126179;3/7/2017;7/7/2017;Standard Class;428;CS-12460
617;CA-2016-101966;14/7/2016;16/7/2016;Second Class;299;BM-11785
618;CA-2016-141397;20/6/2016;21/6/2016;First Class;117;RC-19825
619;CA-2016-141082;9/12/2016;13/12/2016;Standard Class;249;FM-14380
620;US-2016-134488;24/9/2016;1/10/2016;Standard Class;8;PK-19075
621;CA-2016-145919;18/12/2016;23/12/2016;Standard Class;429;HG-14965
622;CA-2017-157651;10/12/2017;14/12/2017;Standard Class;67;HA-14920
623;CA-2014-160773;1/7/2014;5/7/2014;Standard Class;430;LW-16825
624;CA-2017-167703;3/2/2017;8/2/2017;Standard Class;431;MC-17575
625;CA-2017-121804;3/3/2017;8/3/2017;Standard Class;432;LP-17095
626;CA-2017-162635;9/10/2017;10/10/2017;First Class;433;EB-14170
627;CA-2014-107153;28/9/2014;3/10/2014;Standard Class;434;GZ-14545
628;US-2014-117058;27/5/2014;30/5/2014;First Class;98;LE-16810
629;CA-2015-120439;14/6/2015;18/6/2015;Standard Class;58;AD-10180
630;CA-2016-128258;30/3/2016;1/4/2016;First Class;435;CP-12085
631;CA-2017-106033;15/10/2017;18/10/2017;Second Class;436;FG-14260
632;CA-2016-142762;23/5/2016;27/5/2016;Standard Class;437;LD-17005
633;CA-2017-127705;2/6/2017;6/6/2017;Standard Class;438;AB-10255
634;CA-2014-122567;16/2/2014;21/2/2014;Standard Class;439;MN-17935
635;CA-2014-121664;6/5/2014;10/5/2014;Standard Class;7;HP-14815
636;CA-2016-122133;16/5/2016;23/5/2016;Standard Class;440;JR-15670
637;US-2017-123281;2/4/2017;7/4/2017;Standard Class;441;JF-15190
638;CA-2017-100524;31/3/2017;2/4/2017;Second Class;442;CM-12115
639;CA-2017-113481;2/1/2017;4/1/2017;First Class;443;AS-10045
640;CA-2015-131758;28/5/2015;1/6/2015;Standard Class;42;KB-16315
641;CA-2014-118339;17/3/2014;24/3/2014;Standard Class;203;BN-11515
642;CA-2014-153976;3/10/2014;8/10/2014;Second Class;444;BP-11290
643;CA-2016-162901;28/3/2016;31/3/2016;First Class;443;AS-10045
644;CA-2017-162978;4/5/2017;9/5/2017;Standard Class;353;LW-16990
645;US-2014-160444;5/7/2014;5/7/2014;Same Day;420;DC-12850
646;CA-2016-145247;5/5/2016;7/5/2016;First Class;445;ND-18370
647;CA-2017-160045;26/4/2017;27/4/2017;First Class;446;LB-16735
648;US-2014-151925;26/9/2014;1/10/2014;Second Class;447;KT-16465
649;CA-2017-125199;19/10/2017;25/10/2017;Standard Class;448;HM-14860
650;US-2017-155425;10/11/2017;11/11/2017;First Class;449;AB-10600
651;CA-2017-133249;8/7/2017;11/7/2017;First Class;450;SZ-20035
652;US-2015-103471;24/12/2015;28/12/2015;Standard Class;440;JR-15670
653;CA-2017-136672;7/3/2017;12/3/2017;Standard Class;451;MG-17890
654;US-2014-157021;1/4/2014;6/4/2014;Second Class;28;KM-16720
655;CA-2015-120362;14/9/2015;19/9/2015;Standard Class;245;CA-12265
656;CA-2014-126361;4/8/2014;9/8/2014;Second Class;105;VD-21670
657;US-2016-100566;3/9/2016;9/9/2016;Standard Class;452;JK-16120
658;US-2016-108504;5/2/2016;5/2/2016;Same Day;453;PP-18955
659;CA-2017-124828;3/7/2017;4/7/2017;First Class;454;YS-21880
660;US-2017-117247;9/10/2017;14/10/2017;Standard Class;317;CK-12760
661;CA-2016-124485;24/11/2016;26/11/2016;First Class;397;NC-18340
662;CA-2016-159212;1/11/2016;5/11/2016;Standard Class;455;KM-16375
663;US-2016-161396;19/4/2016;25/4/2016;Standard Class;40;GM-14455
664;US-2014-118486;6/4/2014;8/4/2014;First Class;175;SD-20485
665;CA-2016-130407;2/9/2016;6/9/2016;Standard Class;31;KD-16270
666;US-2016-122245;25/9/2016;30/9/2016;Standard Class;456;AB-10105
667;CA-2017-105144;4/11/2017;11/11/2017;Standard Class;450;SZ-20035
668;CA-2016-136329;9/7/2016;13/7/2016;Standard Class;64;JD-15895
669;CA-2014-146640;30/6/2014;5/7/2014;Standard Class;457;HA-14905
670;CA-2017-115994;28/1/2017;31/1/2017;Second Class;458;BT-11305
671;CA-2015-126697;21/9/2015;24/9/2015;First Class;459;SV-20815
672;CA-2015-124800;26/9/2015;30/9/2015;Standard Class;460;RW-19540
673;US-2015-164448;31/10/2015;4/11/2015;Second Class;461;DK-12835
674;CA-2017-122700;26/11/2017;30/11/2017;Standard Class;300;LT-17110
675;CA-2014-120768;19/12/2014;21/12/2014;Second Class;6;IM-15070
676;US-2016-153129;26/12/2016;30/12/2016;Standard Class;225;FP-14320
